Industry Code,2005-1,2005-2,2005-3,2005-4,2006-1,2006-2,2006-3,2006-4,2007-1,2007-2,2007-3,2007-4,2008-1,2008-2,2008-3,2008-4,2009-1,2009-2,2009-3,2009-4,2010-1,2010-2,2010-3,2010-4,2011-1,2011-2,2011-3,2011-4,2012-1,2012-2,2012-3,2012-4,2013-1,2013-2,2013-3,2013-4,2014-1,2014-2,2014-3,2014-4,2015-1,2015-2,2015-3,2015-4,2016-1,2016-2,2016-3,2016-4,2017-1,2017-2,2017-3,2017-4,2018-1,2018-2,2018-3,2018-4,2019-1,2019-2,2019-3,2019-4,2020-1,2020--2,2020-3,2020-4,2021-1,2021-2,2021-3,2021-4,2022-1,2022-2,2022-3,2022-4,2023-1,2023-2,2023-3,2023-4,2024-1,2024-2,2024-3
11,299,299.6,300.7,301.4,298,299.4,304.3,314.5,339.6,343.7,348.9,365.2,374,380,377.5,359,337.4,333.6,335.1,349.9,352.1,358.8,368.6,386.8,424.7,421.9,434.2,437.2,445.8,449.9,449.7,458.9,489,492.4,493.7,474.4,489.3,513.6,496,495.4,462.9,455.8,461,451.9,439.4,435.1,425.7,423.4,449.3,450,446.4,450,451.7,455.3,440.7,444.8,431.8,434.6,440.5,449.2,454.8,406.8,440.4,471.2,486.9,539.3,556.2,555,598.6,643.3,656.2,660.7,645.9,623.1,616.2,601.6,594.3,589,592.5
111CA,252.4,253.9,254.2,253.7,249.1,251,256.9,267.9,293.5,299,305.5,321.1,329.7,334.8,331.8,315,294.5,292.3,294.2,309.7,307.9,312.9,322.7,340.2,375.8,372.5,384.2,388.8,398.4,402.3,403.5,412.4,442.1,443.8,442.4,421.9,432.8,457.7,439.9,438.5,406.5,401.4,405.8,399,387,384.2,376.1,371.9,396.8,396.5,393.1,395.7,396.4,399.3,390.1,394.6,381.4,384.1,389.8,396.9,401.7,356.6,386.5,413.2,427.2,478.5,493.4,492.4,533.6,579.2,589.5,594.6,579.2,557.1,549.6,535.5,528.8,525.6,531.5
113FF,46.6,45.7,46.5,47.7,48.9,48.4,47.4,46.6,46.1,44.7,43.3,44.1,44.3,45.2,45.7,44,42.9,41.2,40.9,40.2,44.2,45.9,45.9,46.6,48.9,49.4,50,48.4,47.4,47.5,46.2,46.4,46.9,48.6,51.3,52.5,56.5,56,56.1,56.9,56.3,54.5,55.3,52.9,52.4,51,49.6,51.4,52.5,53.5,53.4,54.2,55.4,56,50.6,50.2,50.4,50.5,50.7,52.3,53.1,50.2,53.9,58,59.7,60.8,62.8,62.6,65.1,64.2,66.7,66.1,66.8,65.9,66.6,66.1,65.5,63.4,61
21,342.7,369.2,404.7,461.2,445.3,447.3,454,434.1,436.3,473.9,473.4,521.6,577.3,703.4,682.5,495.1,412.7,381.6,392.9,432.5,494.1,483.3,501.2,521.7,555.8,611.3,610.5,629.6,637.6,600.9,600,615.2,628.2,658.2,685.6,649.2,721.5,767.7,747.3,674.2,536.9,515.7,464.6,408.6,332.2,356.6,379.3,402.7,453.7,447,449.7,500.8,545.6,573,613.5,610.1,563.5,568.4,554.9,544.1,489.5,294.7,354.7,404.2,490.2,578.2,627.1,736.5,788.2,952.3,948.4,813.7,754.8,683.2,718.4,721.5,694.9,704.6,689
211,211.7,227.7,255.5,302,267.8,257.7,263.2,241,244.5,273,271.3,318.8,366.7,476,444.8,265.9,205.1,208.1,228.9,268.2,316.3,289.1,299.5,313.9,343.4,387.9,375.8,384.7,380.6,342.7,353.2,374,389.9,414.4,438,408.7,462.8,485.2,456.6,378.4,257.4,270.4,236.1,202.3,159.7,195.5,212.6,231.4,255,238.9,240,282,315.4,335,368.1,368,324,321.6,304.6,313.9,258.6,143.4,199.5,240.5,312,391.4,439.4,544.9,581.3,732.1,716,582.3,506.1,441.8,486.1,481,455.9,465.6,450.5
212,79,83.8,85.7,88.7,96.4,102.9,102.4,101.6,98.4,105.7,106.3,107.6,112.1,119.8,122.3,110.4,108.9,103.5,104.1,103.3,106.1,111.7,113.8,119.1,125.1,131.4,134.4,132.6,133.6,126.8,119,119.1,114.4,114.2,116,113,116.6,119.4,118.5,110,110.2,106,104.2,97.4,92.1,93.2,96.4,97.8,102.7,100.4,100.6,103.8,106.8,107.6,106.2,107,105.4,109.2,106.6,103.2,100.4,87.3,97.1,100.4,111.6,115.4,117.3,119.3,128.3,136.5,139.6,136.2,143.2,134.7,133.3,136.4,138.4,136.5,139.8
213,52,57.7,63.6,70.6,81.2,86.7,88.3,91.4,93.4,95.3,95.8,95.2,98.5,107.6,115.3,118.8,98.7,70,59.9,61,71.6,82.5,87.9,88.8,87.2,92,100.3,112.4,123.5,131.4,127.8,122.1,124,129.6,131.6,127.4,142.1,163,172.2,185.7,169.4,139.3,124.3,108.9,80.4,68,70.4,73.5,96,107.7,109.1,115,123.3,130.4,139.2,135.1,134.1,137.6,143.7,127.1,130.5,64,58.1,63.3,66.6,71.4,70.5,72.3,78.5,83.8,92.7,95.2,105.5,106.7,98.9,104.1,100.5,102.5,98.6
22,383.3,394,431.8,455.8,427.2,422.2,428.2,410.4,439.5,450.7,449.1,467.3,497.7,555.1,545.4,501.4,467.4,421,408.7,449,486.4,486.3,505.8,499.5,490.1,488.7,493.1,467.7,445.7,461,468.8,470.9,471.5,489.6,477.4,498.9,539.9,520.5,504.4,518.2,525.3,497.8,484.9,461.3,449.8,466.6,489.3,476.3,465.8,485.1,467.9,477.7,509.5,513,515.3,524.2,529.4,510.3,525.2,507,481.4,475.1,501.2,520.2,591.8,573.6,593.1,618.1,632.7,726.9,742.9,694.6,670.9,604,666.4,619.8,633,643.4,635
23,1239.3,1269,1302.4,1337.6,1369.7,1366.5,1348.1,1330.2,1333.8,1347,1343.7,1331.4,1297.4,1294.7,1277.7,1233.1,1164.6,1109.2,1083.7,1037.4,991.6,1030,1017.1,1027.8,983.5,1017.4,1027.9,1053,1067.7,1064.9,1072.8,1096.5,1107,1140,1183.8,1204.3,1226.4,1256.1,1274.9,1301.2,1334.2,1396,1417.5,1434.2,1476.7,1493,1513.3,1551.4,1555.9,1571,1575.6,1609.3,1638.4,1671.7,1679.8,1657.9,1673.9,1722.4,1759.2,1773.1,1813.8,1756.4,1807.3,1861.9,1940.2,1981.4,1998.7,2040.5,2137.2,2199.9,2210.9,2230,2246.9,2294.5,2359.1,2443.1,2494.1,2509.6,2524
311FT,646,662.4,667.2,668.3,667,663.7,660.9,678.8,689.1,714.6,734.8,743.4,749.5,783.7,801.8,779.6,767.2,773.7,774.5,774.4,792.2,795.7,801.7,811.8,831.6,854.6,861.1,876.7,877,891.8,895.5,919.1,916,917.2,926.3,927.9,943.4,954.1,955.2,959.9,955.3,949.5,953.7,947.8,946.2,949,958.7,956.1,952,955.3,950.1,955,952.7,955.6,961.7,955.8,965.2,973.1,988.7,984.3,989.4,981,1007,1026.9,1044.4,1082.6,1101.7,1116.5,1134.9,1158.1,1169.4,1167.6,1182.3,1173.1,1182.1,1181.7,1191.7,1201.2,1214
313TT,78.5,77.7,75.6,76.4,75.7,72.3,70.7,68.1,66.7,65.2,63.8,62,59.4,57.6,57.8,51.3,46.1,44.8,46,48.6,49.3,49.8,49.5,50.6,52.7,53.4,52.9,52.5,52.5,51.8,51.6,51.3,52.2,52.9,53.8,55.5,54.7,56,55.6,54.7,54.2,52.4,53,51.5,51.9,51.7,51.1,51.3,50.6,49.7,49,49.5,49.4,50.3,51,52.2,50.7,50,50.1,48.8,47.9,42.1,45.9,48.1,49.1,50.3,50.9,52.4,52.7,52.8,52.6,51.4,50.6,49.9,49.6,49.6,49.6,48.8,49.2
315AL,40.8,40.7,39.4,40.1,41.2,41.3,37.5,36.7,32.8,30.5,28.6,27.4,26.5,27.8,27.2,25.4,25.1,24.4,24,24.1,23.1,23,23.1,23.9,25.4,25.8,25.4,23,20.5,19.4,18.8,18.3,19.4,19.4,19.4,19.4,18.6,19.3,18.5,19.7,18.4,18,18.5,18.8,18.3,19.1,18.5,18.2,16.6,15.6,15.1,15.5,16.5,16.3,17.7,17.3,17.2,17.3,17.4,17.5,17.1,15.6,17.2,18,18,18.2,17.9,18.1,18.4,19.5,19.7,21.9,22.4,23.3,24.1,25.5,26,26.5,26.5
31G,4678.5,4738.1,4821.9,4981.6,5022.1,5090.7,5143.7,5112.7,5203.9,5396.9,5468.5,5552.2,5599.8,5721.1,5661.7,4989.3,4458.6,4368.5,4529.9,4697.1,4841.2,4962.1,5074.7,5197.6,5441.2,5593.1,5651,5696,5764.6,5762.1,5742.1,5836.6,5907.7,5890.7,5914.9,5997.8,5999,6033.7,6058.9,5903.7,5697.1,5715,5687.5,5540.3,5429.7,5470,5493.4,5541.4,5605.9,5592.4,5654.6,5853.4,5953,6036.6,6102.7,6081.4,5997.1,6018,5931.1,5819.3,5651.4,4877.6,5472.6,5642.5,5957.4,6174.3,6358.3,6662.9,6967.7,7246.2,7207.4,7225.6,7199.5,7173.4,7252.6,7218.3,7229.1,7283.1,7309.2
31ND,2217,2269.7,2345.7,2401.1,2418.5,2467.7,2499.4,2429.5,2493.3,2617.7,2669.5,2755.3,2810.1,2946.1,2951.6,2518.7,2284.7,2300.5,2394.9,2457.7,2557.1,2607.3,2640.5,2741.7,2885.5,3030,3028.8,3033.7,3068.6,3038.4,3057.2,3127.5,3163.8,3120.1,3150.9,3170,3176.1,3174.8,3126.9,3015.1,2830.9,2843.6,2819,2722.5,2654.2,2713.4,2737.2,2770,2829.4,2794.4,2814.9,2949.2,3001.5,3043.9,3075.3,3057.6,2990.4,3005.4,2969.9,2917.8,2813,2471,2657.1,2748.8,2968.8,3128.5,3270,3453,3636.2,3851.4,3758,3724.9,3693.5,3568.6,3639.9,3615.8,3631.1,3633.7,3626.5
321,112.8,109.7,112.3,123.5,125.4,114.9,109.3,107.6,102.6,103.3,104.2,101.2,93.8,93,89.6,78.9,65.7,64.6,66.8,66.4,70.7,75,70,71.9,71.4,71.1,73.3,76,78.2,79.1,81.2,83.1,90.3,89.8,89.2,90.6,89.6,98.2,99.7,99.1,99,98.5,100.8,101,102.5,102.7,103.3,104.3,105.7,105.9,108.1,114.1,119.1,121.9,123.2,117.3,112.1,110.5,112.1,114.8,114.7,110.6,128.2,140.2,151.5,164.1,164.4,171.8,173.8,175.7,174.2,172.9,168.4,168.3,169.3,168.8,170.3,168.8,166.3
322,162,163.4,155.6,159.2,164.7,166.9,166.9,171.7,170.3,174.3,175.4,176.9,177.7,178.7,180.7,172.4,163.7,159.5,158.5,160.5,164.3,168,172.3,173.1,175.2,174.9,176,176.7,177.1,178.6,179.7,181.5,185.8,184.5,186,183.1,181.3,187.1,188.7,186.6,183.9,186.3,184.3,183.6,180.8,179.1,177,180.2,181.8,182.4,185,191.9,189.7,188.6,191.1,191.5,191.7,192.3,192.2,187.6,181,177.5,178.7,184.2,189.4,194.5,198.5,203.3,205.9,206,204.3,204.3,206.9,204.5,201.4,200.6,201,201.5,204.3
323,100,98.2,99.4,98.3,98.2,101.4,101.6,101.9,102.7,102.5,103.3,105.5,103.7,102,97.4,93.7,88.3,83.3,83,81.6,82.8,84.6,83.4,84.5,85.6,84.4,84,83,81.5,83.4,83.4,84.1,85.9,84.9,83.7,78.9,82.7,83.1,82.8,82,81.7,82.9,82,83.1,85,86.2,87.1,86.3,85.1,83.4,83.4,83.8,83,84.4,82.4,83.1,80.8,80.6,82.2,81.1,78.9,69.3,73.7,75.2,76.3,77.8,77.7,80.9,83.9,86.6,87.8,88.8,88.1,86.8,86.6,85.8,87.2,88.2,90
324,401.4,429.3,500.2,517.5,512,558.2,580.2,497.2,531.1,591.8,620.4,682.4,741.8,827.9,833.1,531.3,413.3,450.6,515.9,550,582.8,592.4,592.6,663.1,757.8,841.3,839.4,829.3,855,813.1,816.5,848.1,856,816.4,830.5,831.7,832.8,810.5,763.3,663.2,513.6,540.6,505.9,441.4,376.1,424.2,446,480.6,537.9,503.5,513.2,600.6,649,662.8,689.9,673.8,605.7,624.3,585.8,575,495.6,225.9,336.4,359.3,507.2,567.2,636.5,724.3,862.3,1028.7,923.5,884.9,803.3,712.8,776.8,737.9,730.6,702.4,664.1
325,595.1,603,612.5,632.5,647.5,653.4,671.1,669.2,693.9,731.6,738.1,751.5,747.2,763.4,751.3,681,616,600.9,623.6,645,681.2,706.9,730.3,744.3,763.1,793.8,788.6,785.8,791.4,784.7,793.7,806.3,825,821.7,827.3,846.4,837.1,834.4,830,812,788.3,779.2,786.5,765.1,764.2,774.4,767.7,764.6,773.3,768.6,781.3,807.4,814.8,832.7,826,828.1,822.7,815.1,804.2,781,764.3,737.6,762,793,829.8,873.8,906.2,961.7,976.7,991.5,998.9,1003.8,1039.6,1023.3,1020.8,1033.9,1044.8,1061.5,1076.4
326,193.1,195.1,195.7,208.8,212.1,210.6,210.6,205.9,206.6,207.1,205.1,206.2,204.4,205.2,202.2,184,165,163.3,169.4,173.7,181.6,186.9,187.6,190.3,194,201.9,201.3,206.7,213.8,215.5,217.9,218.7,223.5,223.2,223.8,227.1,225.4,230.5,232.8,237.1,235.5,234.6,235,231.3,231.9,229.7,231.2,232.8,232,235.7,237.8,245.5,246.5,253.3,255.6,255.7,256.5,252.7,249.3,242.7,238.7,222,236.2,244.1,254.6,264.1,280.6,295.8,301.5,308.3,301.9,302.1,300.2,294.9,298.5,300.8,300.2,303.6,302
327,110,111.1,112.2,119.6,128.2,124.1,124,126.9,130.9,131.3,127.2,124.5,119.7,118.7,114.8,104.5,92.8,88.5,90.9,87.9,90.4,94.3,93.8,90.9,92.7,92.5,93.1,97.9,96.7,99.1,99.8,101.5,102.5,106.1,108,106.5,108.8,113.2,115.2,116.4,116.4,116.5,120.4,122.2,125.2,124.7,124.5,125,125.5,126.6,126.6,130.6,128,132,132.6,133.1,133.5,135.6,137,134.2,131.3,128.6,135,139.6,139.7,142.9,146.4,152.4,155,158.5,158.4,160.3,160.4,162.1,162.5,162,160.2,160.6,162.6
331,209.2,196.2,193,211.8,220,230.1,240.9,241.4,244.6,255.7,255.5,270,284.9,303.9,307.1,225.6,161.1,142.4,171.5,193.8,216.7,237.1,240.7,248.4,268.3,283,284.2,290.6,282.8,273.8,260.5,259.7,264.9,258.4,263.2,266.9,260.5,265.5,271.6,265.5,248.6,232.6,221.5,210.8,200.3,201.8,205.8,209.8,217.2,218.6,224.1,231.7,242.4,255.6,260.6,259.8,248.8,243.8,232,219.2,207.9,168.5,195.8,224.7,248.5,259.3,294.6,315.7,320.2,332.4,327.3,318.8,318.3,321,319.8,316.4,313.2,317.1,315
332,281.7,287.2,283.7,299,313.8,314.6,315.3,322.8,333.6,342.6,344.7,350.1,359.8,369.4,363.1,338.6,297.7,270.4,273.8,279.5,284.1,294.9,298.9,304.5,316.8,320.9,330.2,339.5,344.1,343.5,341.8,342.9,349.8,350.4,348.5,353,353.9,357.3,366,365.3,360,354.9,352.4,344.6,343.4,342.8,342.9,342.7,341.6,342.8,344.6,356.1,364.2,373.9,376.7,378.1,379.6,378.3,378.6,373.5,362,320.7,347,357.6,375.6,379.8,394.6,415.5,425.4,431.9,431.1,432.4,428.8,426.1,432.6,439,434.9,440.3,441.3
333,292.3,293.5,300,309.6,313.7,321.5,325.6,333.7,329.2,353.1,353.8,351.4,360.3,352.6,355.5,347.3,298,280.7,273,289.7,298.4,316.5,323.6,336.1,348.5,357.4,379.5,391,400.2,409.4,404.2,404.4,407.1,394.4,387.4,401.3,407.3,409.2,425.7,401.9,384.3,385.4,385.8,372.3,361.8,354.9,352.3,361.9,368.9,378.2,381.3,384.6,383.1,389.9,391.6,394,396.2,400,391,377.3,365.2,326.5,352.3,364.7,377.2,383.7,395.3,404.7,431.5,434.3,442.7,451.6,450.1,450.3,453.5,454,450.4,452.9,453.4
334,406.2,402.1,407.8,414.7,419.4,423,428,433.4,441.2,447.2,443.9,445.2,443.1,433.6,419.3,396.5,347.4,342.6,353.1,357.8,353.2,355.9,365.1,361.1,361,364.3,362.1,359.2,354.2,360.4,351.1,351.3,349.6,351.3,350.4,358.9,349.1,351.5,351.7,339.5,343.6,353.3,347.7,345.2,342.7,347,350.8,349.6,348.5,350.7,355.9,362.1,361.8,367.3,365.1,372.4,367.4,372.9,367.2,361.5,362.3,359.1,372.8,373.9,377.9,379.7,381.5,379.4,397.1,405.9,413.7,415.7,411.6,411.4,414,418.8,420.3,419.3,420.6
335,106,106.3,109.3,112.9,114.2,117.2,118.1,119.1,123.5,125.6,126.9,129.2,127.9,129.7,130.7,119.4,103.8,101.8,102.3,103.1,103.5,107.4,110.3,113,115.3,117,119.2,119.9,123.7,123.4,122.4,121.7,125,124.1,122.9,122.5,123.9,124.9,131.4,129.5,129,126.9,126.6,126.4,122.6,122,123.4,123.8,124.8,123.7,123.2,125.3,126,127.3,129.4,129.5,131.2,131.6,131.9,131.3,130.5,120.6,127.1,130.3,137.5,139.3,143.9,148.1,152.1,155.9,157.1,161.7,167.3,168.3,168,168.9,170.9,169.4,170.1
3361MV,518.4,525.4,523,531.3,524.5,525.5,523.7,527,516.3,519.6,524.1,498.3,474.5,440.4,410.5,375,324.3,305.2,347.6,395.7,399.9,414.4,458.1,466,501,483.5,502.6,508,510.7,524.5,510,521.6,524.5,556.5,556.2,580.9,579.3,592,614.4,609.8,617.4,631.8,647.2,634.3,630.2,626.9,622.5,624.6,596.6,599.8,584.7,607.6,623.1,641.4,648.6,639,645.3,665,655.3,635.4,609.7,400.6,654.9,651.8,676.2,672.8,632.1,675.6,689.4,694.3,716.9,725.6,751.8,786.5,799.4,770.6,801.9,811.2,779.1
3364OT,195.6,203.8,202.8,222.1,205.7,210.1,213.5,226.7,246.7,259.3,272.3,276.3,278.8,280.6,271,246.8,256.7,252,235.5,248.3,249.3,241.1,257.8,247.8,259,254.3,259.2,262.3,286.8,287.7,290.8,298,298,305.4,299.9,310.9,317.6,317.8,322.7,325.9,329.8,333.3,324.4,313.8,307.4,295.9,300.3,302.9,319.8,319.5,354.2,348.8,359.5,338.6,357,356.4,347.7,328.9,316.7,320.9,330.7,254.3,266.7,270.5,258.8,279.7,286,290.3,319.4,336.3,356.4,385.7,375.1,436,420.2,428.1,398.3,430.8,493
337,83,84.3,83.5,86.2,87.4,87.1,85.5,85.5,85.6,85.5,86.4,85.3,80.1,79.6,78,70.1,62.7,58.9,59.5,57.5,57.8,58.4,56.6,56.3,57.3,56.4,56.9,58.4,63.1,65.7,66.7,67.5,67.1,67.8,67.6,67.4,67.4,68.4,70.2,72.7,71.5,74.9,76.6,76.1,76.1,76.2,75.4,75.5,74.6,75,77,78.5,77.8,77.2,76.1,75.7,75.4,74.8,73.2,73.3,71.9,65,70.4,72.5,73.4,73.9,76.1,77,80.2,81.7,82.4,83.2,81.6,81.5,79.9,80.7,82,82.2,82
339,146.4,148.8,148.9,149.9,151.3,154.8,160.3,159,156.5,156.1,160.1,165.5,166.8,173.5,170.5,168,163.7,161,160.9,159.8,160,159.9,159.2,159.9,164.2,162.7,162,159.5,155.6,157,156.3,157.5,165,166.5,170.7,169,165.5,160.9,163.4,163,166.5,163.3,165.1,171.1,163.2,161.6,155.1,151.3,153.4,157.2,160.1,164.7,166.6,167.5,166.6,168.6,169.6,171.2,166.4,160.1,152.2,152,165.4,168,172.4,170.6,173.5,179.4,187.4,188,189.2,192.7,192.6,193.3,193.4,195.2,195.7,196.8,199.3
33DG,2461.5,2468.4,2476.2,2580.5,2603.6,2623,2644.3,2683.2,2710.6,2779.2,2799.1,2796.9,2789.8,2775,2710.1,2470.7,2174,2068.1,2135,2239.4,2284,2354.8,2434.2,2455.9,2555.7,2563.1,2622.1,2662.3,2696,2723.7,2684.9,2709.1,2743.9,2770.6,2764,2827.8,2822.9,2858.9,2932,2888.5,2866.1,2871.4,2868.5,2817.9,2775.4,2756.6,2756.2,2771.4,2776.6,2798.1,2839.7,2904.2,2951.5,2992.7,3027.4,3023.9,3006.7,3012.6,2961.2,2901.5,2838.4,2406.6,2815.5,2893.8,2988.6,3045.8,3088.3,3209.9,3331.5,3394.8,3449.4,3500.7,3506,3604.8,3612.6,3602.5,3598,3649.4,3682.7
42,1083.6,1091.4,1108.6,1147.4,1171.5,1190.4,1209.2,1216.2,1234,1264.3,1276.4,1309,1339.1,1375.8,1353.5,1240.2,1125,1120,1158.2,1216.5,1284.8,1342,1384.2,1425.9,1482.8,1509,1553.6,1577.8,1631.4,1641.6,1657.3,1689.9,1731.9,1740.2,1756.6,1785.2,1797.2,1856.6,1880.9,1896.1,1887.6,1915.1,1913.5,1903.4,1885.5,1911.9,1930,1965.6,2010.6,2019.7,2060.7,2124.5,2111.7,2163.8,2195.5,2229.6,2254.7,2244.7,2227.5,2204.1,2179.6,1876.1,2187.7,2261.3,2382.5,2542.2,2557.5,2669.7,2866.7,2915.5,2904.6,2849,2833.6,2806.9,2848.3,2873.7,2888.1,2895.9,2956.9
441,211.9,216.4,215.5,203.7,215.5,213.8,214.4,214.9,214.1,215.6,216.8,216.6,210,197.7,180.1,150.1,140.7,140,151.6,158.8,176.6,197.7,204.4,208.8,203.8,194.8,193,203.5,213.2,218.8,224.4,231.1,238.4,244,249.2,252.8,254.4,272.4,277.3,284.7,287.9,304.7,313,316.8,326.9,332.2,342.2,342.3,342,351.2,360.8,369,370.3,371.7,369.4,370.4,365,369.3,375.2,375.6,337,322.9,384.1,387.5,411.6,455.9,433.5,462,514.2,526.6,528.6,529.7,544.1,540.9,539.9,538.5,536.8,532.2,543.8
